1714,"Martial Gods and Magic Swords: Identity, Myth, and Violence in Chinese Popular Religion","Sociology/Sociology of Religion/Magic and Witchcraft           "
1715,"Witches and Shamans","Sociology/Sociology of Religion/Magic and Witchcraft           "
1716,"Durkheim on Religion and Moral Community in Modernity","Sociology/Sociology of Religion/Modernism           "
1717,"Globalizing Postmodernism: Islamist and Western Social Theory","Sociology/Sociology of Religion/Modernism           "
1718,"On the Roots of Backwardness","Economics/Globalization/Globalization: Negative Development Impacts           "
1719,"United Nations and the Problem of Women and Children Abuse in Third World Nations","Economics/Development/Women and Children/Labor Issues           "
1720,"Prospects for Religion in the Modern World","Sociology/Sociology of Religion/Modernism           "
1721,"Religion and Politics: An Introduction","Sociology/Sociology of Religion/Modernism           "
1722,"Ayodhya and Somnath: Eternal Shrines, Contested Histories","Sociology/Sociology of Religion/Nationalism           "
1723,"Geography, Nationality, and Religion in Ukraine: A Research Note","Sociology/Sociology of Religion/Nationalism           "
1724,"History and the Nationalization of Hinduism.","Sociology/Sociology of Religion/Nationalism           "
1725,"Seeds of Promise: Developing a Sustainable Agricultural Biotechnology Industry in Sub-Saharan Africa","Economics/Development/Agrarian Economy and Society/Green Revolution           "
1726,"Multiculturalism, Immigrant Religion, and Diasporic Nationalism: The Development of an American Hinduism","Sociology/Sociology of Religion/Nationalism           "
1727,"Private and Public Religions","Sociology/Sociology of Religion/Nationalism           "
1728,"The New Indian Right","Sociology/Sociology of Religion/Nationalism           "
1729,"The Decline of Traditional Values in Western Europe: Religion, Nationalism, Authority","Sociology/Sociology of Religion/Nationalism           "
1730,"The Case Against Secularization: A Rebuttal","Sociology/Sociology of Religion/Secularism           "
1731,"Secularization as Declining Religious Authority","Sociology/Sociology of Religion/Secularism           "
1732,"Information and Communication Technologies for Direct Poverty Alleviation: Costs and Benefits","Economics/Development/Poverty and Inequality/Alleviation of Poverty  Programs and Policies           "
1733,"Forced Secularization in Soviet Russia: Why an Atheistic Monopoly Failed","Sociology/Sociology of Religion/Secularism           "
1734,"Fundamentalism in Egypt","Sociology/Sociology of Religion/Secularism           "
1735,"The Debate on Islam and Secularism in Egypt","Sociology/Sociology of Religion/Secularism           "
1736,"The Politics of Engagement Between Islam and the Secular State: Ambivalences of 'Civil Society'","Sociology/Sociology of Religion/Secularism           "
1737,"Secularism and Sectarianism in India and the West: What are the Real Lessons of American History?","Sociology/Sociology of Religion/Secularism           "
1738,"Secularism and the State: Towards Clarity and Global Comparison","Sociology/Sociology of Religion/Secularism           "
1739,"How the West was Won for Jesus","Sociology/Sociology of Religion/Social Change           "
1740,"Civil Society and Religion: Retrospective Reflections on Catholicism and Prospective Reflections on Islam","Sociology/Sociology of Religion/Social Change           "
1741,"Communism: The Humanist Religion","Sociology/Sociology of Religion/Social Change           "
1742,"The 'Threatening Immigrant' in Flanders, 1930-1980: Redrawing the Social Space","Sociology/Sociology of Religion/Social Change           "
1743,"God, Politics, and Protest: Religious Beliefs and the Legitimation of Contentious Tactics","Sociology/Sociology of Religion/Social Change           "
1744,"Sustainability and Cultural Understanding: Peace Psychology as Public Interest Science","Economics/Development/Community, Participation and Human Development           "
1745,"Religion and Society in Latin America: Ambivalence and Advances","Sociology/Sociology of Religion/Social Change           "
1746,"Sikh Kirpans in California Schools: The Social Construction of Symbols, Legal Pluralism, and the Politics of Diversity","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1747,"The Anglican Clergy and the Early Development of British Sociology","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1748,"Private Beliefs in Public Temples: The New Religiosity of the Eighteenth Century","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1749,"Hierarchy and Power in Pre-national Buddhist States","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1750,"Religious Rights in China: A Comparison of International Human Rights Law and Chinese Domestic Legislation","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1751,"Excess Capacity and Asymmetric Information in Developing Country Fisheries: The Malaysian Purse Seine Fishery","Economics/Development/Sustainability/Policy, Politics and Theory           "
1752,"Social Identity in Northern Ireland","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1753,"Religion and the Dualism of the Social Condition in Durkheim and Bataille","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1754,"A Theology of State from the Baha'i Teachings","Sociology/Sociology of Religion/State, Public Sphere, Society, and Religion           "
1755,"The Ecstasy of Philistinism","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1756,"The Living Cosmos of Jainism: A Traditional Science Grounded in Environmental Ethics","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1757,"Religion and Truth","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1758,"International Trade, Technological Development, and Agglomeration","Economics/Globalization/Globalization: Positive Development Impacts           "
1759,"The Future of an Illusion","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1760,"Commonalities in Hinduism and Judaism","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1761,"Japan's New Spirituality","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1762,"Water, FutureWood, and Wisdom: Ecological Perspectives from the Hindu Traditions","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1763,"After Communitarianism","Sociology/Sociology of Religion/Study of Religion/Case Studies/Examples           "
1764,"Taking Consumers Seriously: Two Concepts of Consumer Sovereignty","Economics/Development/Markets/Corporate Social and Environmental Impacts           "
1765,"Max Weber's Analysis of the Rise of Monotheism: A Reconstruction","Sociology/Sociology of Religion/Study of Religion/Methods           "
1766,"Deep Structure and the Comparative Philosophy of Religion","Sociology/Sociology of Religion/Study of Religion/Methods           "
1767,"Conceptual Metaphor Theory as Methodology for Comparative Religion","Sociology/Sociology of Religion/Study of Religion/Methods           "
1768,"Half-belief and the Paradox of Ritual Instrumental Activism: A Theory of Modern Superstition","Sociology/Sociology of Religion/Study of Religion/Sociology and Philosophy           "
1769,"The Virgin Mary and Revolution in Saint-Domingue: The Charisma of Romaine-la-Prophetesse","Sociology/Sociology of Religion/Violence           "
1770,"Friedrich Engels on Religion and Class Struggle","Sociology/Sociology of Religion/Violence           "
1771,"The Time of Kali: Violence between Religious Groups in India","Sociology/Sociology of Religion/Violence           /           /Social Psychology/Group Dynamics/Race, Religion, and Ethnicity"
1772,"The Baha'is in Iran: Twenty Years of Repression","Sociology/Sociology of Religion/Violence           "
1773,"Religion, Violence, and Peacemaking","Sociology/Sociology of Religion/Violence           "
1774,"Why Religion Still Matters","Sociology/Sociology of Religion/Violence           "
1775,"Foreword: On American Exceptionalism","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1776,"Arms Control, Stability, and Causes of War","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1777,"Authoritarian Practices in New Democracies","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Dictatorships and Militarism"
1778,"Balkanism and the New Radical Interventionism: A Structural Critique","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1779,"A Comparison of the Legitimacy of Power Between Confucianist and Legalist Philosophies","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1780,"Distribution of Constitutional Authority","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1781,"Islam and the United States: Streams of Convergence, Strands of Divergence","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Globalization/PostCold War Power Balance           "
1782,"Explaining Agricultural Expansion, Resource Booms and Growth in Latin America","Economics/Development/Agrarian Economy and Society/Land Use and Tenure, Income and Equity           "
1783,"Globalization and the Inequality of Nations","Economics/Globalization/Globalization: Negative Development Impacts           "
1784,"Limits of American Power","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           /           /Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony"
1785,"From Class to Nation: Left, Right, and the Ideological and Institutional Roots of Post-Communist “National Socialism”","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1786,"Encircled Again: Russia's Military Assesses Threats in a Post-Soviet World","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Dictatorships and Militarism"
1787,"The Conflict for Power in Transnational Class Theory","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Authority and Power           "
1788,"Is Christian Religious Conservatism Compatible with the Liberal Social Welfare State?","Political Science/Political Theory and Philosophy/Ideology/Conservatism           "
1789,"Popper and Human Nature Revisited","Political Science/Political Theory and Philosophy/Ideology/Conservatism           "
1790,"Empowering Pyromaniacs in Madagascar: Ideology and Legitimacy in Community-Based Natural Resource Management","Economics/Development/Poverty and Inequality/Inequality, Access and Ownership           "
1791,"Women and the American New Right: Feminist Interventions","Political Science/Political Theory and Philosophy/Ideology/Conservatism           "
1792,"Why There Cannot Be a Theory of Politics","Political Science/Political Theory and Philosophy/Approach, Critique, and Methodology of Political Theory and Philosophy           "
1793,"Convergence by Conviction: Politics and Economics in the Emergence of the 'Anglo-American Model'","Political Science/Political Theory and Philosophy/Approach, Critique, and Methodology of Political Theory and Philosophy           "
1794,"Aristotle's Theory of Revolution: Looking at the Lockean Side","Political Science/Political Theory and Philosophy/History of Political Theory           "
1795,"Globalization and Social Class","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Globalization/PostCold War Power Balance           "
1796,"Hobbes & Weber vs. Marx & Mao: The Political Economy of Decentralization in China","Political Science/Political Theory and Philosophy/History of Political Theory           "
1797,"Is There Life After Policy Streams, Advocacy Coalitions, and Punctuations: Using Evolutionary Theory to Explain Policy Change?","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1798,"Indian Secularism and its Critics: Some Reflections","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1799,"The Pursuit of Knowledge and Regimes of Truth","Political Science/Political Theory and Philosophy/History of Political Theory           "
1800,"The Politics of Consciousness","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1801,"Peacekeeping and Critical Theory","Political Science/Public Administration/NonGovernmental Organizations           "
1802,"John Rawls (1921-2002)","Political Science/Political Theory and Philosophy/Approach, Critique, and Methodology of Political Theory and Philosophy           "
1803,"So What If There is Income Inequality? The Distributive Consequence of Nonfarm Employment in Rural China","Economics/Development/Agrarian Economy and Society/Land Use and Tenure, Income and Equity           "
1804,"The Political Theory of Reinvention","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1805,"Social Capital: The Politico-Emancipatory Potential of a Disputed Concept","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1806,"The Uneasy Relationship between Social Contract Theory and Religious Toleration","Political Science/Political Theory and Philosophy/History of Political Theory           "
1807,"Political Theory: Why It Seems Universal, but Isn't Really","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1808,"Structural Impediments of the Civil Society Project in Iran: National and Global Dimensions","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1809,"What Does Corruption Mean in a Democracy?","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1810,"Georgia: Rise and Fall of the Facade Democracy","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Democracy"
1811,"The Tyranny of Small Differences: The Relationship Between Ethnic Diversity and Democracy in the Former Socialist Bloc","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Democracy"
1812,"The Introduction of Plywood Boats in South India: New Hopes at Sea and on Land","Economics/Development/Ecology and Habitat           "
1813,"Democracy and Feminism","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1814,"Engendering Global Democracy","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1815,"Globalization as Democratic Theory","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1816,"Democracy, Globalization, and the Problem of the State","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1817,"Recent Perspectives on Modern Democracy: Marxism, Pluralism, and Public Choice","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1818,"Perpetual War(s) and the Future of Democracy","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1819,"Democracy and Law","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1820,"Political Judgment with a Difference: Agonistic Democracy and the Limits of “Enlarged Mentality”","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1821,"Democracy, Dictatorship, and Infant Mortality Revisited","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1822,"State Developmentalism Without a Developmental State: The Public Foundations of the Free Market Miracle in Chile","Economics/Development/Markets/Markets and Planning           "
1823,"Sovietology, post-Sovietology, and the Study of Postcommunist Democratization","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Democracy"
1824,"Democracy in the World: Tocqueville Reconsidered","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1825,"Partnerships and Urban Governance","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Democracy"
1826,"The Paradox of “Warlord” Democracy: A Theoretical Investigation","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1827,"The Canon of the History of Political Thought: Its Critique and a Proposed Alternative","Political Science/Political Theory and Philosophy/History of Political Theory           /           /History/World/Global History/Concept/Definition"
1828,"Ralph Waldo Emerson: The Moral Voice in Politics","Political Science/Political Theory and Philosophy/History of Political Theory           "
1829,"Territorial Order and Collective-Identity Tensions in Confucian Asia: China, Vietnam and Korea","Political Science/Political Theory and Philosophy/History of Political Theory           /           /Political Science/Comparative Politics/Cultural, Ethnic and Gender Politics and Movements/Cultural Politics"
1830,"Informality in Mineral Resource Management in Asia: Raising Questions Relating to Community Economies and Sustainable Development","Economics/Development/Agrarian Economy and Society/Agriculture and Industry           "
1831,"Wittgenstein Among the Savages: Language, Action and Political Theory","Political Science/Political Theory and Philosophy/History of Political Theory           "
1832,"Hans Morgenthau, Realism, and the Study of International Politics","Political Science/Political Theory and Philosophy/History of Political Theory           "
1833,"The Problem of Predictability: Unstable Systems, Traffic Dividers and Arms Races","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1834,"Giving Up (on) Rights? The Future of Rights and the Project of Radical Democracy","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Democracy           "
1835,"Regulation Theory: The Road from Creative Marxism to Postmodern Disintegration","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1836,"The Two Schools of American Political Development","Political Science/Political Theory and Philosophy/General Issues in Political Theory           "
1837,"The Fallacy of Democratic Elitism: Elite Competition and Commitment to Civil Liberties","Political Science/Political Theory and Philosophy/Elites, Classes, and the State           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Nationalism and Nation Building"
1838,"The Misconceptions of “Development Economics”","Economics/Development/Development Theory and Critique/Politics and Ideology           "
1839,"New Age Diplomacy","Political Science/Political Theory and Philosophy/Elites, Classes, and the State           "
1840,"Liberal Elites, Socialist Masses, and Problems of Russian Democracy","Political Science/Political Theory and Philosophy/Elites, Classes, and the State           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Nationalism and Nation Building"
1841,"Constructing the Ordinary: The Dialectical Development of Nazi Ideology","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Fascism and NeoFascism           "
1842,"The Neo-Fascist State: Notes on the Pathology of Power in the Third World","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Fascism and NeoFascism           "
1843,"The Political Ecology of Transition in Cambodia 1989-1999: War, Peace and Forest Exploitation","Economics/Development/Transition from Socialism to Markets           "
1844,"In the Mirror: The Legitimation Work of Globalization","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Legitimacy           "
1845,"Governance, Coordination and Legitimacy in Public Policies","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Legitimacy           "
1846,"Legitimacy and Political Science","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Legitimacy           "
1847,"The Exile of Political Theory: The Lost Homeland of Legitimation","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Legitimacy           "
1848,"Exercising Public Authority Beyond the State: Transnational Democracy and/or Alternative Legitimation Strategies?","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Legitimacy           "
1849,"Who Deserves Political Influence? How Liberal Ideals Helped Justify Mid-Nineteenth-Century Exclusionary Policies","Political Science/Political Theory and Philosophy/Ideology/Liberalism           "
1850,"The Embodiment of the Subject: Feminism and the Communitarian Critique of Liberalism","Political Science/Political Theory and Philosophy/Ideology/Liberalism           "
1851,"The Moral Basis of Political Liberalism","Political Science/Political Theory and Philosophy/Ideology/Liberalism           "
1852,"Liberal Rights Theory and Social Inequality: A Feminist Critique","Political Science/Political Theory and Philosophy/Ideology/Liberalism           "
1853,"Loving Freedom: Aristotle on Slavery and the Good Life","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1854,"Liberty, Nobility, Philanthropy, and Power in Alexander Hamilton's Conception of Human Nature","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1855,"Kant and Hegel on Freedom: Two New Interpretations","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1856,"Civil Liberties vs. Security: Public Opinion in the Context of the Terrorist Attacks on America","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1857,"The Political Economy of Reform: Positive and Normative Political Economy","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1858,"Wagering on Religious Liberty","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1859,"Ethnoeconomics in Sustainable Agricultural Development: the Nigerian case","Economics/Development/Agrarian Economy and Society/Peasant and Informal Economies           "
1860,"Universal Access to Water and Sanitation: Why the Private Sector Must Participate","Economics/Development/Markets/Privatization           /           /Economics/Economic Policy/Environment/Theory and Policy Analysis"
1861,"Citizens of the Market: The Un-Political Theory of the New Right","Political Science/Political Theory and Philosophy/Concepts/Liberty           "
1862,"Intellectual Elites and the Vicissitudes of “Imagined Nation” in Poland","Political Science/Political Theory and Philosophy/Concepts/Nationalism           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Nationalism and Nation Building"
1863,"Elites and Popular Nationalism","Political Science/Political Theory and Philosophy/Concepts/Nationalism           "
1864,"Contextualizing Multiculturalism","Political Science/Political Theory and Philosophy/Ideology/Liberalism           "
1865,"Herder's Multicultural Theory of Nationalism and its Consequences","Political Science/Political Theory and Philosophy/Concepts/Nationalism           "
1866,"Multi-Ethnic Empires and the Formulation of Identity","Political Science/Political Theory and Philosophy/Concepts/Nationalism           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Nationalism and Nation Building"
1867,"Forget the 'Nation': Post-nationalist Understanding of Nationalism","Political Science/Political Theory and Philosophy/Concepts/Nationalism           "
1868,"Reconceptualizing Participation for Sustainable Rural Development: Towards a Negotiation Approach","Economics/Development/Community, Participation and Human Development           "
1869,"Farewell to Multiculturalism? Sharing Values and Identities in Societies of Immigration","Political Science/Political Theory and Philosophy/Concepts/Nationalism           "
1870,"Bring Back Big Government","Political Science/Political Theory and Philosophy/Concepts/NationState           "
1871,"Market Forces, Political Violence, and War: The End of Nation-States, the Rise of Ethnic and Global Sovereignties?","Political Science/Political Theory and Philosophy/Power, Alliance, and Hegemony/Globalization/PostCold War Power Balance           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Nationalism and Nation Building"
1872,"Testing the Precepts of Republican Political Theory Against Citizen Attitudes, Beliefs and Practices","Political Science/Political Theory and Philosophy/Concepts/NationState           "
1873,"Arendt and the Modern State: Variations on Hegel in The Origins of Totalitarianism","Political Science/Political Theory and Philosophy/Concepts/NationState           "
1874,"Anarchy is what States Make of it: The Social Construction of Power Politics","Political Science/Political Theory and Philosophy/Ideology/Neoliberalism           "
1875,"Realism versus Neoliberalism: A Formulation","Political Science/Political Theory and Philosophy/Ideology/Neoliberalism           "
1876,"Third Worldism and the Lineages of Global Fascism: The Regrouping of the Global South in the Neoliberal Era","Political Science/Political Theory and Philosophy/Ideology/Neoliberalism           "
1877,"The Meaning of “Aristotlelianism” in Medieval Moral and Political Thought","Political Science/Political Theory and Philosophy/Ethics           "
1878,"Doctors in the Decent Society: Torture, Ill-Treatment and Civic Duty","Political Science/Political Theory and Philosophy/Ethics           "
1879,"Using the Prisoner's Dilemma to Teach Business Ethics When Personal and Group Interests Conflict","Political Science/Political Theory and Philosophy/Ethics           "
1880,"Religion and Business Ethics: The Lessons from Political Morality","Political Science/Political Theory and Philosophy/Ethics           "
1881,"Biotechnology: Opportunities and Challenges for Developing Countries","Economics/Development/Agrarian Economy and Society/Food Security           "
1882,"Humiliation and the Politics of Identity","Political Science/Political Theory and Philosophy/Ethics           "
1883,"The Management of Ideals: A Political Perspective on Ethics","Political Science/Political Theory and Philosophy/Ethics           "
1884,"Moral Virtue and the Limits of the Political Community in Aristotle's Nicomachean Ethics","Political Science/Political Theory and Philosophy/Ethics           "
1885,"Nietzsche on Autonomy and Morality: The Challenge to Political Theory","Political Science/Political Theory and Philosophy/Ethics           "
1886,"Defining Political Corruption","Political Science/Political Theory and Philosophy/Ethics           "
1887,"Citizenship: Towards a Feminist Synthesis","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1888,"Managing Natural Resources in the Light of Climate Variability","Economics/Development/Ecology and Habitat           "
1889,"Conflicting Equalities? Cultural Group Rights and Sex Equality","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1890,"Feminist International Relations: A Contradiction in Terms? Or: Why Women and Gender are Essential to Understanding the World 'We' Live In","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1891,"Structured Silences of Women","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1892,"New Research on Gendered Political Institutions","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1893,"The Cunning of History: Empire, Identity and Feminist Theory in the Flesh","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1894,"Theorizing the Politics of 'Islamic Feminism'","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1895,"Women's Political Representation: The Importance of Ideology","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1896,"Parity and Universalism","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1897,"Overview: Environment and the Poor: Development Strategies for a Common Agenda","Economics/Development/Poverty and Inequality/Environment and Poverty           "
1898,"Wollstonecraft's Philosophical Impact on Nineteenth-Century American Women's Rights Advocates","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Politics of Gender           "
1899,"The Importance of Nongovernmental Organizations (NGOs) in Global Governance and Value Creation","Political Science/Public Administration/NonGovernmental Organizations           "
1900,"Global Civil Society and the International Human Rights Movement: Citizen Participation in Human Rights International Nongovernmental Organizations","Political Science/Public Administration/NonGovernmental Organizations           "
1901,"Taking Part: Social Movements, INGOs, and Global Change","Political Science/Public Administration/NonGovernmental Organizations           "
1902,"NGOs, Social Change and the Transformation of Human Relationships: A 21st-Century Civic Agenda","Political Science/Public Administration/NonGovernmental Organizations           "
1903,"Coping Strategies in Developed and Developing Societies: The Workings of the Informal Economy","Economics/Development/Markets/Informal Economy           "
1904,"International Law - New Actors and New Technologies: Center Stage for NGOS","Political Science/Public Administration/NonGovernmental Organizations           "
1905,"Transnational Civil Society and the National Identity Question in East Asia","Political Science/Public Administration/NonGovernmental Organizations           "
1906,"Law, Globalization and Sustainable Development","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law           "
1907,"A Predictive Framework for the Effectiveness of International Criminal Tribunals","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law           "
1908,"What Can Economic Analysis Contribute to the 'Sustainability' Debate?","Economics/Development/Sustainability/Policy, Politics and Theory           "
1909,"The Lessons of Law-and-Development Studies","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law           "
1910,"The Rule of Law and the Rule of Virtue: On the Necessity for Their Mutual Integration","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law           "
1911,"Why the Rule of Law Matters","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law           "
1912,"Transitional Jurisprudence: The Role of Law in Political Transformation","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law           "
1913,"Where the Action is: On the Site of Distributive Justice","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Social Justice           "
1914,"What is Equality? Part 2: Equality of Resources","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Social Justice           "
1915,"Globalization and Inequality: A Plea for Global Justice","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Social Justice           "
1916,"Aristotle and the Origins of Natural Rights","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Social Justice           "
1917,"Must the Advance of Science Advance Global Inequality?","Political Science/Political Theory and Philosophy/Poverty, Inequality, and Rights/Social Justice           "
1918,"Socialism: Legacy and Renewal","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           "
1919,"Class Politics and the State: Lenin and the Contradictions of Socialism","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           "
1920,"Analytical and Essential Marxism","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           "
1921,"After Socialism","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           "
1922,"Socialist Crisis of Power","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           "
1923,"The Peasant Question from Marx to Lenin","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           /           /Political Science/Comparative Politics/Political Systems, Processes and Transition/Socialism"
1924,"Max Weber, Socialism, and the Space for Time","Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Socialism           "
1925,"Comparative Political Theory: An Islamic Fundamentalist Critique of Rationalism","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1926,"Sovereignty in World Ecopolitics","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1927,"Modernism, State Sovereignty and Dissent: Media and the New Post-Cold War Movements","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1928,"Relational Sovereignty","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1929,"Sovereignty, Nationalism and Self-Determination","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1930,"State Sovereignty in International Relations: Bridging the Gap between Theory and Empirical Research","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1931,"Sovereignty and the Third World State","Political Science/Political Theory and Philosophy/Concepts/Sovereignty           "
1932,"Overcoming the Obstacles? Access to Bank Finance for African-Caribbean Enterprise","Economics/Development/Markets/Informal Economy           "
1933,"On Work and Alienation","Economics/WellBeing/Work           "
1934,"How Trade Hurt Unskilled Workers","Economics/Globalization/Globalization and Human Capital           "
1935,"The Effect of Human Resource Management Practices on Productivity: A Study of Steel Finishing Lines","Economics/Growth, Allocation and Distribution/Labor and Employment/Theory and Practice           "
